"figure","group","algorithm","output_algorithm","env_id","generation","migd"
"fig-convergence","Large-M","KTS-DMOEA","KTS-DMOEA","10","10","0.08386509"
"fig-convergence","Large-M","KTS-DMOEA","KTS-DMOEA","10","11","0.08263119"
"fig-convergence","Large-M","KTS-DMOEA","KTS-DMOEA","10","12","0.08145101"
"fig-convergence","Large-M","KTS-DMOEA","KTS-DMOEA","10","13","0.08032851"
"fig-convergence","Large-M","KTS-DMOEA","KTS-DMOEA","10","14","0.07926852"
"fig-convergence","Large-M","KTS-DMOEA","KTS-DMOEA","10","15","0.07827714"
"fig-convergence","Large-M","KTS-DMOEA","KTS-DMOEA","10","16","0.07736237"
"fig-convergence","Large-M","KTS-DMOEA","KTS-DMOEA","10","17","0.07653536"
"fig-convergence","Large-M","KTS-DMOEA","KTS-DMOEA","10","18","0.07581307"
"fig-convergence","Large-M","KTS-DMOEA","KTS-DMOEA","10","19","0.07522599"
"fig-convergence","Large-M","KTS-DMOEA","KTS-DMOEA","10","20","0.0748678"
"fig-convergence","Large-M","CBT","CBT","1","0","0.084939"
"fig-convergence","Large-M","CBT","CBT","1","1","0.08379151"
"fig-convergence","Large-M","CBT","CBT","1","2","0.08266793"
"fig-convergence","Large-M","CBT","CBT","1","3","0.08156906"
"fig-convergence","Large-M","CBT","CBT","1","4","0.08049575"
"fig-convergence","Large-M","CBT","CBT","1","5","0.07944896"
"fig-convergence","Large-M","CBT","CBT","1","6","0.07842973"
"fig-convergence","Large-M","CBT","CBT","1","7","0.07743923"
"fig-convergence","Large-M","CBT","CBT","1","8","0.07647876"
"fig-convergence","Large-M","CBT","CBT","1","9","0.07554981"
"fig-convergence","Large-M","CBT","CBT","1","10","0.07465407"
"fig-convergence","Large-M","CBT","CBT","1","11","0.07379349"
"fig-convergence","Large-M","CBT","CBT","1","12","0.07297039"
"fig-convergence","Large-M","CBT","CBT","1","13","0.07218751"
"fig-convergence","Large-M","CBT","CBT","1","14","0.07144823"
"fig-convergence","Large-M","CBT","CBT","1","15","0.07075681"
"fig-convergence","Large-M","CBT","CBT","1","16","0.07011881"
"fig-convergence","Large-M","CBT","CBT","1","17","0.06954202"
"fig-convergence","Large-M","CBT","CBT","1","18","0.06903827"
"fig-convergence","Large-M","CBT","CBT","1","19","0.06862881"
"fig-convergence","Large-M","CBT","CBT","1","20","0.068379"
"fig-convergence","Large-M","CBT","CBT","2","0","0.085077"
"fig-convergence","Large-M","CBT","CBT","2","1","0.08392951"
"fig-convergence","Large-M","CBT","CBT","2","2","0.08280593"
"fig-convergence","Large-M","CBT","CBT","2","3","0.08170706"
"fig-convergence","Large-M","CBT","CBT","2","4","0.08063375"
"fig-convergence","Large-M","CBT","CBT","2","5","0.07958696"
"fig-convergence","Large-M","CBT","CBT","2","6","0.07856773"
"fig-convergence","Large-M","CBT","CBT","2","7","0.07757723"
"fig-convergence","Large-M","CBT","CBT","2","8","0.07661676"
"fig-convergence","Large-M","CBT","CBT","2","9","0.07568781"
"fig-convergence","Large-M","CBT","CBT","2","10","0.07479207"
"fig-convergence","Large-M","CBT","CBT","2","11","0.07393149"
"fig-convergence","Large-M","CBT","CBT","2","12","0.07310839"
"fig-convergence","Large-M","CBT","CBT","2","13","0.07232551"
"fig-convergence","Large-M","CBT","CBT","2","14","0.07158623"
"fig-convergence","Large-M","CBT","CBT","2","15","0.07089481"
"fig-convergence","Large-M","CBT","CBT","2","16","0.07025681"
"fig-convergence","Large-M","CBT","CBT","2","17","0.06968002"
"fig-convergence","Large-M","CBT","CBT","2","18","0.06917627"
"fig-convergence","Large-M","CBT","CBT","2","19","0.06876681"
"fig-convergence","Large-M","CBT","CBT","2","20","0.068517"
"fig-convergence","Large-M","CBT","CBT","3","0","0.085215"
"fig-convergence","Large-M","CBT","CBT","3","1","0.08406751"
"fig-convergence","Large-M","CBT","CBT","3","2","0.08294393"
"fig-convergence","Large-M","CBT","CBT","3","3","0.08184506"
"fig-convergence","Large-M","CBT","CBT","3","4","0.08077175"
"fig-convergence","Large-M","CBT","CBT","3","5","0.07972496"
"fig-convergence","Large-M","CBT","CBT","3","6","0.07870573"
"fig-convergence","Large-M","CBT","CBT","3","7","0.07771523"
"fig-convergence","Large-M","CBT","CBT","3","8","0.07675476"
"fig-convergence","Large-M","CBT","CBT","3","9","0.07582581"
"fig-convergence","Large-M","CBT","CBT","3","10","0.07493007"
"fig-convergence","Large-M","CBT","CBT","3","11","0.07406949"
"fig-convergence","Large-M","CBT","CBT","3","12","0.07324639"
"fig-convergence","Large-M","CBT","CBT","3","13","0.07246351"
"fig-convergence","Large-M","CBT","CBT","3","14","0.07172423"
"fig-convergence","Large-M","CBT","CBT","3","15","0.07103281"
"fig-convergence","Large-M","CBT","CBT","3","16","0.07039481"
"fig-convergence","Large-M","CBT","CBT","3","17","0.06981802"
"fig-convergence","Large-M","CBT","CBT","3","18","0.06931427"
"fig-convergence","Large-M","CBT","CBT","3","19","0.06890481"
"fig-convergence","Large-M","CBT","CBT","3","20","0.068655"
"fig-convergence","Large-M","CBT","CBT","4","0","0.085353"
"fig-convergence","Large-M","CBT","CBT","4","1","0.08420551"
"fig-convergence","Large-M","CBT","CBT","4","2","0.08308193"
"fig-convergence","Large-M","CBT","CBT","4","3","0.08198306"
"fig-convergence","Large-M","CBT","CBT","4","4","0.08090975"
"fig-convergence","Large-M","CBT","CBT","4","5","0.07986296"
"fig-convergence","Large-M","CBT","CBT","4","6","0.07884373"
"fig-convergence","Large-M","CBT","CBT","4","7","0.07785323"
"fig-convergence","Large-M","CBT","CBT","4","8","0.07689276"
"fig-convergence","Large-M","CBT","CBT","4","9","0.07596381"
"fig-convergence","Large-M","CBT","CBT","4","10","0.07506807"
"fig-convergence","Large-M","CBT","CBT","4","11","0.07420749"
"fig-convergence","Large-M","CBT","CBT","4","12","0.07338439"
"fig-convergence","Large-M","CBT","CBT","4","13","0.07260151"
"fig-convergence","Large-M","CBT","CBT","4","14","0.07186223"
"fig-convergence","Large-M","CBT","CBT","4","15","0.07117081"
"fig-convergence","Large-M","CBT","CBT","4","16","0.07053281"
"fig-convergence","Large-M","CBT","CBT","4","17","0.06995602"
"fig-convergence","Large-M","CBT","CBT","4","18","0.06945227"
"fig-convergence","Large-M","CBT","CBT","4","19","0.06904281"
"fig-convergence","Large-M","CBT","CBT","4","20","0.068793"
"fig-convergence","Large-M","CBT","CBT","5","0","0.085491"
"fig-convergence","Large-M","CBT","CBT","5","1","0.08434351"
"fig-convergence","Large-M","CBT","CBT","5","2","0.08321993"
"fig-convergence","Large-M","CBT","CBT","5","3","0.08212106"
"fig-convergence","Large-M","CBT","CBT","5","4","0.08104775"
"fig-convergence","Large-M","CBT","CBT","5","5","0.08000096"
"fig-convergence","Large-M","CBT","CBT","5","6","0.07898173"
"fig-convergence","Large-M","CBT","CBT","5","7","0.07799123"
"fig-convergence","Large-M","CBT","CBT","5","8","0.07703076"
"fig-convergence","Large-M","CBT","CBT","5","9","0.07610181"
"fig-convergence","Large-M","CBT","CBT","5","10","0.07520607"
"fig-convergence","Large-M","CBT","CBT","5","11","0.07434549"
"fig-convergence","Large-M","CBT","CBT","5","12","0.07352239"
"fig-convergence","Large-M","CBT","CBT","5","13","0.07273951"
"fig-convergence","Large-M","CBT","CBT","5","14","0.07200023"
"fig-convergence","Large-M","CBT","CBT","5","15","0.07130881"
"fig-convergence","Large-M","CBT","CBT","5","16","0.07067081"
"fig-convergence","Large-M","CBT","CBT","5","17","0.07009402"
"fig-convergence","Large-M","CBT","CBT","5","18","0.06959027"
"fig-convergence","Large-M","CBT","CBT","5","19","0.06918081"
"fig-convergence","Large-M","CBT","CBT","5","20","0.068931"
"fig-convergence","Large-M","CBT","CBT","6","0","0.085629"
"fig-convergence","Large-M","CBT","CBT","6","1","0.08448151"
"fig-convergence","Large-M","CBT","CBT","6","2","0.08335793"
"fig-convergence","Large-M","CBT","CBT","6","3","0.08225906"
"fig-convergence","Large-M","CBT","CBT","6","4","0.08118575"
"fig-convergence","Large-M","CBT","CBT","6","5","0.08013896"
"fig-convergence","Large-M","CBT","CBT","6","6","0.07911973"
"fig-convergence","Large-M","CBT","CBT","6","7","0.07812923"
"fig-convergence","Large-M","CBT","CBT","6","8","0.07716876"
"fig-convergence","Large-M","CBT","CBT","6","9","0.07623981"
"fig-convergence","Large-M","CBT","CBT","6","10","0.07534407"
"fig-convergence","Large-M","CBT","CBT","6","11","0.07448349"
"fig-convergence","Large-M","CBT","CBT","6","12","0.07366039"
"fig-convergence","Large-M","CBT","CBT","6","13","0.07287751"
"fig-convergence","Large-M","CBT","CBT","6","14","0.07213823"
"fig-convergence","Large-M","CBT","CBT","6","15","0.07144681"
"fig-convergence","Large-M","CBT","CBT","6","16","0.07080881"
"fig-convergence","Large-M","CBT","CBT","6","17","0.07023202"
"fig-convergence","Large-M","CBT","CBT","6","18","0.06972827"
"fig-convergence","Large-M","CBT","CBT","6","19","0.06931881"
"fig-convergence","Large-M","CBT","CBT","6","20","0.069069"
"fig-convergence","Large-M","CBT","CBT","7","0","0.085767"
"fig-convergence","Large-M","CBT","CBT","7","1","0.08461951"
"fig-convergence","Large-M","CBT","CBT","7","2","0.08349593"
"fig-convergence","Large-M","CBT","CBT","7","3","0.08239706"
"fig-convergence","Large-M","CBT","CBT","7","4","0.08132375"
"fig-convergence","Large-M","CBT","CBT","7","5","0.08027696"
"fig-convergence","Large-M","CBT","CBT","7","6","0.07925773"
"fig-convergence","Large-M","CBT","CBT","7","7","0.07826723"
"fig-convergence","Large-M","CBT","CBT","7","8","0.07730676"
"fig-convergence","Large-M","CBT","CBT","7","9","0.07637781"
"fig-convergence","Large-M","CBT","CBT","7","10","0.07548207"
"fig-convergence","Large-M","CBT","CBT","7","11","0.07462149"
"fig-convergence","Large-M","CBT","CBT","7","12","0.07379839"
"fig-convergence","Large-M","CBT","CBT","7","13","0.07301551"
"fig-convergence","Large-M","CBT","CBT","7","14","0.07227623"
"fig-convergence","Large-M","CBT","CBT","7","15","0.07158481"
"fig-convergence","Large-M","CBT","CBT","7","16","0.07094681"
"fig-convergence","Large-M","CBT","CBT","7","17","0.07037002"
"fig-convergence","Large-M","CBT","CBT","7","18","0.06986627"
"fig-convergence","Large-M","CBT","CBT","7","19","0.06945681"
"fig-convergence","Large-M","CBT","CBT","7","20","0.069207"
"fig-convergence","Large-M","CBT","CBT","8","0","0.085905"
"fig-convergence","Large-M","CBT","CBT","8","1","0.08475751"
"fig-convergence","Large-M","CBT","CBT","8","2","0.08363393"
"fig-convergence","Large-M","CBT","CBT","8","3","0.08253506"
"fig-convergence","Large-M","CBT","CBT","8","4","0.08146175"
"fig-convergence","Large-M","CBT","CBT","8","5","0.08041496"
"fig-convergence","Large-M","CBT","CBT","8","6","0.07939573"
"fig-convergence","Large-M","CBT","CBT","8","7","0.07840523"
"fig-convergence","Large-M","CBT","CBT","8","8","0.07744476"
"fig-convergence","Large-M","CBT","CBT","8","9","0.07651581"
"fig-convergence","Large-M","CBT","CBT","8","10","0.07562007"
"fig-convergence","Large-M","CBT","CBT","8","11","0.07475949"
"fig-convergence","Large-M","CBT","CBT","8","12","0.07393639"
"fig-convergence","Large-M","CBT","CBT","8","13","0.07315351"
"fig-convergence","Large-M","CBT","CBT","8","14","0.07241423"
"fig-convergence","Large-M","CBT","CBT","8","15","0.07172281"
"fig-convergence","Large-M","CBT","CBT","8","16","0.07108481"
"fig-convergence","Large-M","CBT","CBT","8","17","0.07050802"
"fig-convergence","Large-M","CBT","CBT","8","18","0.07000427"
"fig-convergence","Large-M","CBT","CBT","8","19","0.06959481"
"fig-convergence","Large-M","CBT","CBT","8","20","0.069345"
"fig-convergence","Large-M","CBT","CBT","9","0","0.086043"
"fig-convergence","Large-M","CBT","CBT","9","1","0.08489551"
"fig-convergence","Large-M","CBT","CBT","9","2","0.08377193"
"fig-convergence","Large-M","CBT","CBT","9","3","0.08267306"
"fig-convergence","Large-M","CBT","CBT","9","4","0.08159975"
"fig-convergence","Large-M","CBT","CBT","9","5","0.08055296"
"fig-convergence","Large-M","CBT","CBT","9","6","0.07953373"
"fig-convergence","Large-M","CBT","CBT","9","7","0.07854323"
"fig-convergence","Large-M","CBT","CBT","9","8","0.07758276"
"fig-convergence","Large-M","CBT","CBT","9","9","0.07665381"
"fig-convergence","Large-M","CBT","CBT","9","10","0.07575807"
"fig-convergence","Large-M","CBT","CBT","9","11","0.07489749"
"fig-convergence","Large-M","CBT","CBT","9","12","0.07407439"
"fig-convergence","Large-M","CBT","CBT","9","13","0.07329151"
"fig-convergence","Large-M","CBT","CBT","9","14","0.07255223"
"fig-convergence","Large-M","CBT","CBT","9","15","0.07186081"
"fig-convergence","Large-M","CBT","CBT","9","16","0.07122281"
"fig-convergence","Large-M","CBT","CBT","9","17","0.07064602"
"fig-convergence","Large-M","CBT","CBT","9","18","0.07014227"
"fig-convergence","Large-M","CBT","CBT","9","19","0.06973281"
"fig-convergence","Large-M","CBT","CBT","9","20","0.069483"
"fig-convergence","Large-M","CBT","CBT","10","0","0.086181"
"fig-convergence","Large-M","CBT","CBT","10","1","0.08503351"
"fig-convergence","Large-M","CBT","CBT","10","2","0.08390993"
"fig-convergence","Large-M","CBT","CBT","10","3","0.08281106"
"fig-convergence","Large-M","CBT","CBT","10","4","0.08173775"
"fig-convergence","Large-M","CBT","CBT","10","5","0.08069096"
"fig-convergence","Large-M","CBT","CBT","10","6","0.07967173"
"fig-convergence","Large-M","CBT","CBT","10","7","0.07868123"
"fig-convergence","Large-M","CBT","CBT","10","8","0.07772076"
"fig-convergence","Large-M","CBT","CBT","10","9","0.07679181"
"fig-convergence","Large-M","CBT","CBT","10","10","0.07589607"
"fig-convergence","Large-M","CBT","CBT","10","11","0.07503549"
"fig-convergence","Large-M","CBT","CBT","10","12","0.07421239"
"fig-convergence","Large-M","CBT","CBT","10","13","0.07342951"
"fig-convergence","Large-M","CBT","CBT","10","14","0.07269023"
"fig-convergence","Large-M","CBT","CBT","10","15","0.07199881"
"fig-convergence","Large-M","CBT","CBT","10","16","0.07136081"
"fig-convergence","Large-M","CBT","CBT","10","17","0.07078402"
"fig-convergence","Large-M","CBT","CBT","10","18","0.07028027"
"fig-convergence","Large-M","CBT","CBT","10","19","0.06987081"
"fig-convergence","Large-M","CBT","CBT","10","20","0.069621"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","0","0.0692902"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","1","0.06862277"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","2","0.06796925"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","3","0.0673301"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","4","0.06670582"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","5","0.06609696"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","6","0.06550413"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","7","0.06492801"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","8","0.06436936"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","9","0.06382905"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","10","0.06330805"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","11","0.0628075"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","12","0.06232875"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","13","0.06187339"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","14","0.0614434"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","15","0.06104123"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","16","0.06067015"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","17","0.06033466"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","18","0.06004166"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","19","0.0598035"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","1","20","0.0596582"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","0","0.0694106"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","1","0.06874317"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","2","0.06808965"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","3","0.0674505"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","4","0.06682622"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","5","0.06621736"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","6","0.06562453"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","7","0.06504841"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","8","0.06448976"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","9","0.06394945"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","10","0.06342845"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","11","0.0629279"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","12","0.06244915"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","13","0.06199379"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","14","0.0615638"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","15","0.06116163"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","16","0.06079055"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","17","0.06045506"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","18","0.06016206"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","19","0.0599239"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","2","20","0.0597786"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","0","0.069531"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","1","0.06886357"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","2","0.06821005"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","3","0.0675709"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","4","0.06694662"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","5","0.06633776"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","6","0.06574493"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","7","0.06516881"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","8","0.06461016"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","9","0.06406985"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","10","0.06354885"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","11","0.0630483"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","12","0.06256955"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","13","0.06211419"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","14","0.0616842"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","15","0.06128203"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","16","0.06091095"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","17","0.06057546"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","18","0.06028246"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","19","0.0600443"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","3","20","0.059899"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","0","0.0696514"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","1","0.06898397"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","2","0.06833045"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","3","0.0676913"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","4","0.06706702"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","5","0.06645816"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","6","0.06586533"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","7","0.06528921"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","8","0.06473056"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","9","0.06419025"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","10","0.06366925"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","11","0.0631687"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","12","0.06268995"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","13","0.06223459"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","14","0.0618046"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","15","0.06140243"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","16","0.06103135"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","17","0.06069586"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","18","0.06040286"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","19","0.0601647"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","4","20","0.0600194"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","0","0.0697718"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","1","0.06910437"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","2","0.06845085"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","3","0.0678117"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","4","0.06718742"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","5","0.06657856"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","6","0.06598573"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","7","0.06540961"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","8","0.06485096"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","9","0.06431065"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","10","0.06378965"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","11","0.0632891"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","12","0.06281035"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","13","0.06235499"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","14","0.061925"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","15","0.06152283"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","16","0.06115175"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","17","0.06081626"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","18","0.06052326"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","19","0.0602851"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","5","20","0.0601398"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","0","0.0698922"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","1","0.06922477"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","2","0.06857125"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","3","0.0679321"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","4","0.06730782"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","5","0.06669896"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","6","0.06610613"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","7","0.06553001"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","8","0.06497136"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","9","0.06443105"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","10","0.06391005"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","11","0.0634095"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","12","0.06293075"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","13","0.06247539"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","14","0.0620454"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","15","0.06164323"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","16","0.06127215"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","17","0.06093666"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","18","0.06064366"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","19","0.0604055"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","6","20","0.0602602"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","0","0.0700126"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","1","0.06934517"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","2","0.06869165"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","3","0.0680525"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","4","0.06742822"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","5","0.06681936"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","6","0.06622653"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","7","0.06565041"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","8","0.06509176"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","9","0.06455145"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","10","0.06403045"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","11","0.0635299"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","12","0.06305115"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","13","0.06259579"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","14","0.0621658"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","15","0.06176363"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","16","0.06139255"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","17","0.06105706"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","18","0.06076406"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","19","0.0605259"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","7","20","0.0603806"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","0","0.070133"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","1","0.06946557"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","2","0.06881205"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","3","0.0681729"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","4","0.06754862"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","5","0.06693976"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","6","0.06634693"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","7","0.06577081"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","8","0.06521216"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","9","0.06467185"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","10","0.06415085"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","11","0.0636503"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","12","0.06317155"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","13","0.06271619"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","14","0.0622862"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","15","0.06188403"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","16","0.06151295"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","17","0.06117746"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","18","0.06088446"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","19","0.0606463"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","8","20","0.060501"
"fig-convergence","Large-M","SMT-DLB","SMT-DLB","9","0","0.0702534"
